"seqnames","start","end","width","strand","no.cpgs","min_smoothed_fdr","Stouffer","HMFDR","Fisher","maxdiff","meandiff","overlapping.genes"
"chr1",6557734,6558497,764,"*",7,1.34736643901158e-07,1.18870035264062e-05,0.00214246011213494,1.92664776025624e-06,-0.142992812746908,-0.0497431053346713,"PLEKHG5"
"chr20",44662890,44664422,1533,"*",4,1.36260112254027e-07,7.09679223915877e-09,0.000190545419247211,1.61274517882244e-08,-0.183644018466799,-0.127296653056514,"SLC12A5"
"chr1",55265830,55266737,908,"*",4,1.36307920880468e-07,1.31404446696651e-05,0.000513881423753283,3.45761082815406e-06,0.188985095517348,0.0911807123837322,"TTC22"
"chr2",430882,430929,48,"*",3,1.363648846062e-07,8.08642796573609e-08,0.000137238452503046,2.19588838794975e-07,-0.167404875977611,-0.135514815163551,NA
"chr10",134826531,134829644,3114,"*",10,1.36394179934748e-07,2.96568185178775e-12,0.000576340966879602,7.90567303490833e-12,-0.207863556651338,-0.106593297374112,NA
"chr10",106440778,106441036,259,"*",3,1.3640567255379e-07,2.06502956327237e-07,7.85778330889487e-05,3.49774551762334e-07,0.0761425080725352,0.0468903788912682,"SORCS3"
"chr21",44898596,44899410,815,"*",4,1.3700081651073e-07,1.8233845994351e-07,0.00126933677768926,6.14308954672717e-07,0.125831443868302,0.0910563765011919,"LINC00313"
"chr10",135342936,135343248,313,"*",3,1.3700081651073e-07,3.81753915507765e-07,0.000340432837818582,7.61803589400178e-07,0.179374201819213,0.121572978389602,"CYP2E1, SPRN"
"chr14",86088124,86089456,1333,"*",6,1.37412250606019e-07,2.37895360547983e-07,0.000577369955309858,9.09698605221701e-07,-0.203245474894822,-0.11160955699423,"FLRT2"
"chr4",7434754,7437812,3059,"*",12,1.37997884747393e-07,6.7504399841247e-14,0.00296842052779387,2.70306957961815e-13,-0.176243804285836,-0.103862983800167,"SORCS2, PSAPL1"
"chr19",11649122,11649701,580,"*",7,1.38259613715211e-07,3.51167358970303e-07,0.00364292546862029,6.67997016459477e-07,0.0979366127602229,0.0606947680374895,"CNN1"
"chr16",54210496,54210550,55,"*",2,1.38354658733227e-07,2.97102887984808e-07,0.000198050808983685,7.3009613128205e-07,-0.125145897391335,-0.112861714702261,NA
"chr1",244212908,244213886,979,"*",7,1.38365015579362e-07,2.0031650422714e-06,0.000507013780465796,1.11749773295899e-06,-0.112900998571788,-0.0518306490780321,NA
"chr19",50412816,50413083,268,"*",7,1.38812945008552e-07,2.71830926490991e-06,0.000238527048657086,4.40843910990912e-07,0.162553775367955,0.0536642681381674,"IL4I1, NUP62, CTC-326K19.6"
"chr7",100823280,100823790,511,"*",6,1.38974727222413e-07,8.93246143781997e-08,0.000329098204197635,2.23630929881924e-07,0.138866152060003,0.0553534623438663,"NAT16"
"chr10",133677169,133677277,109,"*",3,1.40244270660214e-07,1.09238188864075e-07,0.000146918953380189,2.4805779491539e-07,-0.153172347730781,-0.124932689009392,NA
"chr1",152538380,152538857,478,"*",2,1.40305263470738e-07,9.22473875318075e-08,0.000123194430557916,2.31401128523485e-07,-0.165928955329068,-0.14179388380554,"LCE3E"
"chr5",3128258,3128355,98,"*",2,1.40367451140131e-07,5.20615916320782e-07,3.52346140861021e-05,5.41091537826917e-07,-0.229623261903166,-0.188516542104908,NA
"chr11",75379166,75379867,702,"*",11,1.4187785529026e-07,2.30836709367568e-08,0.0141508092999477,2.29200175867176e-07,0.0725625466761176,0.0366095551300761,"MAP6"
"chr16",22326203,22326535,333,"*",3,1.4187785529026e-07,4.79954002530394e-08,0.000449052545552543,2.06297409767935e-07,0.122856442808104,0.112915300919333,"POLR3E"
"chr2",240116905,240117640,736,"*",5,1.42388069488139e-07,2.48620803858952e-07,0.000294059136978155,4.32532661982768e-07,0.0789461208142428,0.0581416100284493,"HDAC4"
"chr16",87958281,87958407,127,"*",2,1.42464814869168e-07,1.22387826847834e-07,0.000144657107890681,3.11114615838379e-07,0.157208141438813,0.148867375164547,"CA5A"
"chr4",186658766,186659155,390,"*",4,1.42565267278686e-07,5.77425673234172e-06,8.22827212044297e-05,1.48324671099037e-06,0.184085901070204,0.0972323931900296,"SORBS2"
"chr10",8079618,8080424,807,"*",5,1.43200921059114e-07,8.05843334468194e-05,0.000193878645005917,4.48765378025211e-06,-0.11115337365103,-0.0531143143797243,NA
"chr8",2885516,2885627,112,"*",2,1.43401516382525e-07,1.19577910658117e-07,0.00014805128433207,3.04961695213057e-07,-0.221275773679921,-0.20713978647213,"CSMD1"
"chr13",31041124,31041221,98,"*",2,1.43844724686099e-07,1.67605077947368e-06,0.000141690511852249,2.95011047360215e-06,-0.088176837605782,-0.0868329722352085,"HMGB1"
"chr16",77822135,77823616,1482,"*",10,1.4405911836075e-07,1.56527521816967e-08,0.000955124768103647,9.07260711648075e-09,0.115516655479834,0.0404494427945926,"VAT1L"
"chr10",73497514,73497772,259,"*",3,1.44804616493938e-07,9.94256885823783e-08,0.000532431000618392,3.99032181723785e-07,0.112544305780575,0.0854777950588295,"CDH23, C10orf105"
"chr17",27038470,27039523,1054,"*",5,1.44831898371104e-07,1.7025955518033e-06,0.000493284603445202,1.10333654059236e-06,0.188864947316766,0.0817559452145984,"PROCA1"
"chr11",115024362,115024943,582,"*",4,1.44831898371104e-07,2.36275877109051e-06,9.94021665278451e-05,8.69370746205447e-07,-0.201307251760348,-0.1123849129752,NA
"chr14",101347044,101350094,3051,"*",20,1.45343512149324e-07,6.5801553111024e-15,0.00297785685344824,1.41206283062362e-13,-0.157299225114828,-0.0881980425335717,"MIR431, MIR433, MIR127, RTL1"
"chr5",177697477,177697669,193,"*",3,1.46090110828461e-07,8.07353864402484e-08,0.000321103955483282,2.40991917196563e-07,-0.187352034227775,-0.147386650201744,"COL23A1"
"chr12",322214,322983,770,"*",8,1.46139389236849e-07,1.1781428450229e-07,0.00466278023913085,2.25214421905948e-07,0.136061037471124,0.0836474220051227,"SLC6A12"
"chr10",118652838,118652981,144,"*",2,1.46252738751704e-07,1.53024197649709e-07,0.000154867348503143,3.84027426614917e-07,-0.160900804614983,-0.154002565937666,"ENO4, KIAA1598"
"chr17",48041547,48042353,807,"*",5,1.46432187944311e-07,1.30211484112012e-05,0.000646859303072562,1.5793328803085e-06,0.137584963371108,0.0776240517009917,NA
"chr3",147123123,147123475,353,"*",5,1.46829370886987e-07,2.41988132783456e-06,0.00115745676683321,2.5083509764145e-06,0.182558752610513,0.0993761159999999,"ZIC1, ZIC4"
"chr7",113722758,113723569,812,"*",5,1.47357926377243e-07,1.01155801823641e-07,0.000666260540145606,3.36198901520439e-07,0.11587829470161,0.0553743296145449,NA
"chr10",134404873,134405482,610,"*",6,1.47668226474107e-07,8.99913559320338e-07,0.000705550989697826,1.1222295209175e-06,-0.12552075826187,-0.0625945289324485,"INPP5A"
"chr14",94442960,94443055,96,"*",2,1.48318495512037e-07,1.23064549815206e-07,0.00014805128433207,3.13960199949588e-07,0.136777055998546,0.129471669665575,"ASB2"
"chr8",99951420,99954679,3260,"*",13,1.48722819306173e-07,3.49756277681039e-13,0.00496344020509654,1.76138247090733e-11,0.145161874645595,0.0672151482950168,"STK3"
"chr1",942161,943064,904,"*",10,1.48735821254579e-07,6.69375169344225e-07,0.00282648444764992,7.67385906684473e-08,-0.116160250769353,-0.000359725727413857,NA
"chr13",112996049,112996967,919,"*",4,1.49121629773081e-07,2.22070734200993e-07,0.000354290180316391,6.89523355417129e-07,-0.173208098427195,-0.0971556758253547,NA
"chr5",14440492,14441074,583,"*",3,1.49393387611573e-07,1.89866253301994e-08,0.00049796177807117,9.51045525903657e-08,0.155824454250989,0.139082997350283,"TRIO"
"chr16",27761254,27761488,235,"*",2,1.50942045003284e-07,1.19450835378355e-05,2.1094796189412e-05,2.05368371545991e-06,0.11376757984702,0.0736081024232155,"KIAA0556"
"chr1",2036283,2036643,361,"*",4,1.51313767987129e-07,1.27520599553475e-05,9.59005545236355e-05,2.44933629515237e-06,-0.188052263561118,-0.0878623900512811,"PRKCZ"
"chr5",1859764,1860542,779,"*",7,1.5156594851457e-07,5.86643569307902e-07,0.000123359035412535,8.17077401309896e-07,-0.170865867721084,-0.103496873039688,NA
"chr6",7730937,7731280,344,"*",3,1.51565979694982e-07,1.35793059755603e-06,4.60943421926884e-05,7.653657086609e-07,-0.205733844722032,-0.135519659505162,"BMP6"
"chr12",130907040,130907060,21,"*",2,1.51567562886534e-07,1.46229685381396e-07,0.000108698272659973,3.45328876933336e-07,-0.228887015906534,-0.190114539199031,"RIMBP2"
"chr1",156130826,156131213,388,"*",2,1.5236330675099e-07,1.18610125534703e-07,0.000135095013937917,2.97955351821169e-07,0.165154666087823,0.138205816937474,"SEMA4A"
"chr19",41255304,41255947,644,"*",4,1.52884611323014e-07,1.07567857893466e-07,0.00140513018227114,5.19156483790386e-07,-0.118250472728609,-0.0711691820593523,"C19orf54"
"chr14",105802735,105803388,654,"*",3,1.54147394096439e-07,0.000119987709225064,0.000108407044437433,4.49286855239794e-06,0.172032800411216,0.0932219601042069,"PACS2"
"chr5",5568539,5568588,50,"*",2,1.54715869497467e-07,2.33454374481542e-07,5.73170895436607e-05,4.1012720138702e-07,-0.220643699864135,-0.17913275118937,NA
"chr3",14852756,14853225,470,"*",3,1.55076703015205e-07,2.43499854385641e-06,6.5234192389223e-05,1.92933275057139e-06,0.224079946775447,0.11123189179889,"RP11-95M5.1"
"chr13",100640914,100644217,3304,"*",17,1.55087897504943e-07,3.33812454305008e-11,0.00111706081417809,5.95927968554352e-12,0.178617904122825,0.0611181576493866,NA
"chr11",61309911,61310204,294,"*",4,1.56370760745475e-07,2.04274443447917e-08,0.000881084282849606,1.42946194615836e-07,0.10654207979728,0.0860915866977579,"SYT7"
"chr4",174912071,174912278,208,"*",5,1.56724793156821e-07,2.65281387661481e-08,0.00105304757821014,1.34148748201331e-07,-0.187625471731095,-0.119439226278997,NA
"chr3",157815672,157816403,732,"*",5,1.57485268768727e-07,1.24468629597408e-08,0.00207565991867197,1.20916672391668e-07,-0.0852002878840277,-0.0491252654189751,"SHOX2"
"chr10",118896363,118897859,1497,"*",8,1.57817301912139e-07,4.36545403008438e-07,0.00458941159959807,1.55634863902037e-07,0.0832898752084959,0.054509047996481,"VAX1"
"chr16",54972094,54973047,954,"*",5,1.59065711037067e-07,9.45665120597375e-07,0.000237894883751124,8.43318230327929e-07,-0.0722686488615681,-0.0399646043049666,"CTD-3032H12.2, CTD-3032H12.1"
"chr10",51784543,51784888,346,"*",2,1.59210405762074e-07,3.79528176012873e-07,6.24106957930738e-05,6.29307361618622e-07,0.167951560908397,0.120610055068618,"RP11-324H6.5"
"chr16",84780713,84780726,14,"*",2,1.59628874148051e-07,1.998627212183e-07,6.7760226053083e-05,3.89477915585142e-07,-0.258899872990509,-0.229356334365969,"USP10"
"chr1",10764512,10764896,385,"*",3,1.59731101149412e-07,4.01547410881302e-06,0.000164333680453526,1.56386565055207e-06,-0.168311758421084,-0.10035907140219,"CASZ1"
"chr7",100883077,100884094,1018,"*",4,1.59928426353695e-07,1.37245412455081e-08,0.000341544675919795,3.03640023284247e-08,0.124673027003066,0.0896282168814439,"FIS1"
"chr19",9203303,9204578,1276,"*",3,1.60112749953852e-07,4.89411169488806e-09,6.02937215517167e-05,1.11269951209354e-08,-0.190263979876153,-0.163812261837853,"OR1M1"
"chr8",142235430,142235763,334,"*",3,1.61673536095489e-07,2.0074771889312e-07,0.000957761810637707,8.35625293768133e-07,0.148014754462584,0.120173166352093,"SLC45A4"
"chr16",1030166,1031428,1263,"*",10,1.61916311737645e-07,1.00937268572453e-05,0.00167847189454847,6.90887686899795e-07,0.150521165461752,0.0525241961807385,"AC009041.2, LMF1, RP11-161M6.2"
"chr14",50154240,50155771,1532,"*",10,1.62116641155859e-07,5.69441948464314e-05,0.000704053159324477,3.12216870514113e-07,0.082021643712582,0.00488734383505796,"POLE2"
"chr3",47889555,47890491,937,"*",5,1.62246784342287e-07,5.66564977312502e-06,0.000679219130478004,4.47484887129412e-06,0.114160150654167,0.0645501876518883,"DHX30"
"chr12",133481390,133481520,131,"*",3,1.64178891847837e-07,4.15731164108256e-08,0.000526024432065891,1.89416223521282e-07,0.102997790507,0.090173554774404,"CHFR"
"chr8",1282832,1284108,1277,"*",4,1.65481050398224e-07,1.15691601103936e-08,0.000579183334165327,6.32960781453257e-08,-0.188606168915035,-0.140520140134691,NA
"chr1",6164735,6165483,749,"*",2,1.65481050398224e-07,2.64624974484225e-07,5.41926603640924e-05,4.38029179223743e-07,-0.146709404986959,-0.121481086273755,"CHD5"
"chr11",47516584,47517381,798,"*",3,1.65491721349893e-07,1.46710076262279e-08,0.000298779485145676,6.76872665844671e-08,0.0866469004104408,0.0718507593641451,"CELF1"
"chr10",118898869,118900492,1624,"*",9,1.65756311398838e-07,7.13023869411518e-10,0.0025062014025331,8.11020977354471e-09,0.0869951361476788,0.0647722943139127,NA
"chr12",32654929,32655836,908,"*",3,1.66598404844951e-07,2.33003719990381e-08,0.000192340526657043,6.91922134860485e-08,0.17686969396557,0.129724756324037,"FGD4"
"chr12",52476073,52476217,145,"*",2,1.671379785255e-07,3.1236490942846e-07,5.36889852309042e-05,4.96860772139283e-07,0.172567883122098,0.123699421490366,"OR7E47P"
"chr2",234824777,234824933,157,"*",2,1.67547426715155e-07,8.6300726912173e-07,7.4279878875285e-05,1.30552845500471e-06,-0.146558671779452,-0.145202837060227,NA
"chr1",11760709,11761766,1058,"*",8,1.68615712546525e-07,4.38826963274176e-05,0.000324005172683372,2.39401499195862e-06,0.171159153444767,0.0710965960018282,"DRAXIN"
"chr2",224904347,224904837,491,"*",5,1.68641411955042e-07,7.51773167948106e-05,0.000219644453560819,2.82272159454416e-06,-0.0715669389767182,-0.0434062859661882,NA
"chr14",38060564,38060857,294,"*",2,1.688243781051e-07,3.78205133998829e-07,0.000187383414421185,8.95380094485962e-07,-0.0326814780682583,-0.032396966516148,"FOXA1"
"chr14",100047630,100048629,1000,"*",5,1.68931251531255e-07,2.04427047997789e-06,0.000264127727470873,1.10590254371166e-06,0.140200910724835,0.0731856776929303,"CCDC85C"
"chr1",120336983,120337793,811,"*",2,1.69158400396577e-07,1.24642051365568e-08,6.30467604802205e-05,3.28512101132582e-08,0.169805204814872,0.125538289397731,"REG4"
"chr11",76371932,76372128,197,"*",3,1.69595831653981e-07,1.589482784087e-07,0.00015976084796159,3.40388360799022e-07,-0.158176319685449,-0.113003704181425,"AP001189.4, LRRC32"
"chr12",11463844,11463937,94,"*",2,1.69595831653981e-07,1.61607716158253e-07,0.00010439520290735,3.72250902140383e-07,-0.178078899747929,-0.173268899090729,NA
"chr13",113759909,113760101,193,"*",2,1.70858107765762e-07,5.71166299975738e-07,6.94397244498994e-05,9.15583995577904e-07,-0.0862330055539851,-0.0837888034790269,NA
"chr10",126712074,126713638,1565,"*",4,1.71378148479355e-07,3.72736871168038e-07,0.000439146551288152,4.99089072515917e-07,-0.13594881564828,-0.102396004883571,"CTBP2"
"chr12",123349952,123350361,410,"*",3,1.71390915150765e-07,0.000132416712379632,0.000212446847343468,3.19671330179834e-06,0.166613099976541,0.0982965883044649,"RP11-463O12.3, VPS37B"
"chr5",72607540,72607795,256,"*",2,1.71661954895202e-07,1.375220657237e-07,0.000149927110440011,3.47735388213536e-07,0.161446783076313,0.159616866650633,NA
"chr10",43817997,43818911,915,"*",7,1.71983365877501e-07,4.04517997820582e-07,0.00059975854141885,3.80764339657379e-07,0.167163617214892,0.0824239410216263,NA
"chr19",51327477,51328451,975,"*",3,1.72418701200368e-07,1.94339552419766e-07,0.00036494350949609,6.60796686430708e-07,-0.170767462867138,-0.144589843042977,NA
"chr14",100203730,100204528,799,"*",6,1.72910082056567e-07,5.28126538796046e-07,0.00050283347392222,6.65868285200831e-07,-0.128093657317662,-0.0511840754630467,"EML1"
"chr1",205780912,205781722,811,"*",2,1.73097537256797e-07,3.33936355630369e-07,0.000191525814204119,8.03677488848537e-07,0.10909340299442,0.0961579182237173,"SLC41A1"
"chr8",145003653,145004388,736,"*",3,1.7324714903236e-07,1.37554892050951e-07,0.000438612983508645,4.98647845190544e-07,0.118408240791362,0.0908727663728907,"PLEC"
"chr14",85999731,86000477,747,"*",4,1.74009308010671e-07,8.58873208116363e-08,0.00232662858248948,5.82224318640483e-07,0.0591186608069654,0.0535858896959919,"FLRT2"
"chr19",8660758,8661264,507,"*",3,1.74009308010671e-07,1.42281123689007e-07,0.000321314754797414,4.12057858207169e-07,-0.153614247539615,-0.131531566436613,"ADAMTS10"
"chr1",154842717,154843314,598,"*",8,1.74949318311165e-07,1.467632132467e-08,0.00532335917529784,1.04095311964239e-07,0.0841768610227495,0.0347855890789669,"KCNN3"
"chr7",816674,817700,1027,"*",4,1.75220682798047e-07,3.11716006750289e-06,0.000167584731395686,2.02635253958908e-06,0.129160539278208,0.065322435169146,"HEATR2"
"chr16",524300,524857,558,"*",4,1.7545400822694e-07,9.38616344142246e-06,9.54208160097436e-05,4.4435668963642e-06,0.13752070332805,0.0665876468989236,"RAB11FIP3"
"chr19",36909831,36911014,1184,"*",5,1.75493609756074e-07,5.54663144040981e-06,0.000657338766338223,3.77553793279136e-07,0.114909113494502,0.030367968037153,NA
"chr1",159796231,159796658,428,"*",4,1.75974130413424e-07,2.57659430900779e-06,0.000227509723105831,1.2117708391482e-06,0.106576910159452,0.0644702635452096,"SLAMF8"
"chr17",77375461,77375842,382,"*",5,1.76118636039766e-07,1.6488989707765e-07,0.000221681135374077,4.65319187643676e-07,-0.187802799329744,-0.0937237208645768,"RBFOX3"
"chr8",17554892,17554904,13,"*",2,1.77004260510965e-07,1.70603238415505e-07,0.0001127051906929,3.96805397413781e-07,0.159775092465321,0.149596878520258,"MTUS1"
"chr11",58389438,58390406,969,"*",4,1.77738408476323e-07,5.90717334911919e-05,0.000143166631575351,4.08544207319245e-06,0.149659607125134,0.0719634493323259,"ZFP91-CNTF, CNTF"
"chr20",22565881,22567739,1859,"*",12,1.77742182508739e-07,8.3838227011833e-08,0.000370332031759617,2.97762000764155e-08,0.165110998414326,0.0545638661151628,"FOXA2"
"chr4",123747447,123748386,940,"*",7,1.78420785901213e-07,1.6119171943198e-08,0.00274752221359959,1.60813280825304e-07,0.122953437716035,0.0840837997908705,"FGF2, AC021205.1"
"chr8",1845250,1845444,195,"*",2,1.8002796243661e-07,1.40917502906388e-07,0.00015635542287638,3.5790658597858e-07,0.108275858412875,0.101323746398411,"ARHGEF10"
"chr3",184054901,184055379,479,"*",4,1.80555683655212e-07,4.69202410730211e-06,0.00139293202215913,2.36357052911178e-06,0.118569717751593,0.0702540618087944,"EIF2B5, FAM131A"
"chr12",130940065,130941306,1242,"*",4,1.82405575132834e-07,8.57637103194617e-11,0.000106892426748679,6.08302465081478e-10,-0.173445655227377,-0.152296589816108,"RIMBP2"
"chr6",160326705,160328002,1298,"*",4,1.8312866010814e-07,2.2169677663899e-07,8.1298327448056e-05,3.89750464730183e-08,-0.193730252093257,-0.120304001508784,"MAS1"
"chr19",40904691,40904974,284,"*",3,1.83212395359768e-07,2.20282090291142e-07,0.00020200031540901,4.65822406523241e-07,0.185798635418368,0.140997737577934,"PRX"
"chr1",160039847,160040667,821,"*",13,1.84206094789664e-07,6.35406410928116e-07,0.00841084028178736,2.83966582865152e-07,0.0643643073864487,0.0270519121780148,"RP11-536C5.2, KCNJ10"
"chr12",124832427,124833194,768,"*",3,1.84208900412294e-07,2.97685073345969e-06,0.00010824423463732,1.2496608951441e-06,0.141627503545261,0.0768490638496216,"NCOR2"
"chr5",140892308,140893634,1327,"*",5,1.84380818691648e-07,7.8498713969993e-09,0.00174181491370876,6.79267907039399e-08,0.165150129506077,0.116552550460083,"PCDHGA1, PCDHGA2, PCDHGA3, PCDHGB1, PCDHGA4, PCDHGB2, PCDHGA5, PCDHGB3, PCDHGA6, PCDHGA7, PCDHGB4, PCDHGA8, PCDHGA9, PCDHGB6, PCDHGA10, PCDHGB7, PCDHGA12, PCDHGC3, PCDHGC4, PCDHGC5"
